Contestant Key,Season,Position,Location,Name,Age,Sex,Partner,Kids,Weight,City,State/Province,Country,Duration,Reason for leaving,Reason1,Reason2,Items
15,2,6,"Quatsino, British Columbia, Canada",Randy Champagne,28,Male,No,No,Light,Boulder,Utah,United States,21,Didn't like being alone,Lonely,Mental,Sleeping bag
15,2,6,"Quatsino, British Columbia, Canada",Randy Champagne,28,Male,No,No,Light,Boulder,Utah,United States,21,Didn't like being alone,Lonely,Mental,Gill net
15,2,6,"Quatsino, British Columbia, Canada",Randy Champagne,28,Male,No,No,Light,Boulder,Utah,United States,21,Didn't like being alone,Lonely,Mental,Bow and arrows
15,2,6,"Quatsino, British Columbia, Canada",Randy Champagne,28,Male,No,No,Light,Boulder,Utah,United States,21,Didn't like being alone,Lonely,Mental,Snare wire
16,2,7,"Quatsino, British Columbia, Canada",Mike Lowe,55,Male,No,No,Light,Lewis,Colorado,United States,21,Missed his wife,Lonely,Mental,Axe
16,2,7,"Quatsino, British Columbia, Canada",Mike Lowe,55,Male,No,No,Light,Lewis,Colorado,United States,21,Missed his wife,Lonely,Mental,Ferro rod
16,2,7,"Quatsino, British Columbia, Canada",Mike Lowe,55,Male,No,No,Light,Lewis,Colorado,United States,21,Missed his wife,Lonely,Mental,Pot
16,2,7,"Quatsino, British Columbia, Canada",Mike Lowe,55,Male,No,No,Light,Lewis,Colorado,United States,21,Missed his wife,Lonely,Mental,Fishing line and hooks
16,2,7,"Quatsino, British Columbia, Canada",Mike Lowe,55,Male,No,No,Light,Lewis,Colorado,United States,21,Missed his wife,Lonely,Mental,Saw
16,2,7,"Quatsino, British Columbia, Canada",Mike Lowe,55,Male,No,No,Light,Lewis,Colorado,United States,21,Missed his wife,Lonely,Mental,Knife
16,2,7,"Quatsino, British Columbia, Canada",Mike Lowe,55,Male,No,No,Light,Lewis,Colorado,United States,21,Missed his wife,Lonely,Mental,Sleeping bag
16,2,7,"Quatsino, British Columbia, Canada",Mike Lowe,55,Male,No,No,Light,Lewis,Colorado,United States,21,Missed his wife,Lonely,Mental,Gill net
16,2,7,"Quatsino, British Columbia, Canada",Mike Lowe,55,Male,No,No,Light,Lewis,Colorado,United States,21,Missed his wife,Lonely,Mental,Food ration
16,2,7,"Quatsino, British Columbia, Canada",Mike Lowe,55,Male,No,No,Light,Lewis,Colorado,United States,21,Missed his wife,Lonely,Mental,Food ration
17,2,8,"Quatsino, British Columbia, Canada",Tracy Wilson,44,Female,No,Yes,Heavy,Aiken,South Carolina,United States,8,Didn't want to hurt a bear/cub,Fear,Mental,Knife
17,2,8,"Quatsino, British Columbia, Canada",Tracy Wilson,44,Female,No,Yes,Heavy,Aiken,South Carolina,United States,8,Didn't want to hurt a bear/cub,Fear,Mental,Ferro rod
17,2,8,"Quatsino, British Columbia, Canada",Tracy Wilson,44,Female,No,Yes,Heavy,Aiken,South Carolina,United States,8,Didn't want to hurt a bear/cub,Fear,Mental,Pot
17,2,8,"Quatsino, British Columbia, Canada",Tracy Wilson,44,Female,No,Yes,Heavy,Aiken,South Carolina,United States,8,Didn't want to hurt a bear/cub,Fear,Mental,Fishing line and hooks
17,2,8,"Quatsino, British Columbia, Canada",Tracy Wilson,44,Female,No,Yes,Heavy,Aiken,South Carolina,United States,8,Didn't want to hurt a bear/cub,Fear,Mental,Saw
17,2,8,"Quatsino, British Columbia, Canada",Tracy Wilson,44,Female,No,Yes,Heavy,Aiken,South Carolina,United States,8,Didn't want to hurt a bear/cub,Fear,Mental,Axe
17,2,8,"Quatsino, British Columbia, Canada",Tracy Wilson,44,Female,No,Yes,Heavy,Aiken,South Carolina,United States,8,Didn't want to hurt a bear/cub,Fear,Mental,Sleeping bag
17,2,8,"Quatsino, British Columbia, Canada",Tracy Wilson,44,Female,No,Yes,Heavy,Aiken,South Carolina,United States,8,Didn't want to hurt a bear/cub,Fear,Mental,Gill net
17,2,8,"Quatsino, British Columbia, Canada",Tracy Wilson,44,Female,No,Yes,Heavy,Aiken,South Carolina,United States,8,Didn't want to hurt a bear/cub,Fear,Mental,Food ration
17,2,8,"Quatsino, British Columbia, Canada",Tracy Wilson,44,Female,No,Yes,Heavy,Aiken,South Carolina,United States,8,Didn't want to hurt a bear/cub,Fear,Mental,Food ration
18,2,9,"Quatsino, British Columbia, Canada",Mary Kate Green,36,Female,No,Yes,Light,Homer,Alaska,United States,7,Split tendon with axe,Injury,Mistake,Knife
18,2,9,"Quatsino, British Columbia, Canada",Mary Kate Green,36,Female,No,Yes,Light,Homer,Alaska,United States,7,Split tendon with axe,Injury,Mistake,Ferro rod
18,2,9,"Quatsino, British Columbia, Canada",Mary Kate Green,36,Female,No,Yes,Light,Homer,Alaska,United States,7,Split tendon with axe,Injury,Mistake,Pot
18,2,9,"Quatsino, British Columbia, Canada",Mary Kate Green,36,Female,No,Yes,Light,Homer,Alaska,United States,7,Split tendon with axe,Injury,Mistake,Fishing line and hooks
18,2,9,"Quatsino, British Columbia, Canada",Mary Kate Green,36,Female,No,Yes,Light,Homer,Alaska,United States,7,Split tendon with axe,Injury,Mistake,Saw
18,2,9,"Quatsino, British Columbia, Canada",Mary Kate Green,36,Female,No,Yes,Light,Homer,Alaska,United States,7,Split tendon with axe,Injury,Mistake,Axe
18,2,9,"Quatsino, British Columbia, Canada",Mary Kate Green,36,Female,No,Yes,Light,Homer,Alaska,United States,7,Split tendon with axe,Injury,Mistake,Sleeping bag
18,2,9,"Quatsino, British Columbia, Canada",Mary Kate Green,36,Female,No,Yes,Light,Homer,Alaska,United States,7,Split tendon with axe,Injury,Mistake,Gill net
18,2,9,"Quatsino, British Columbia, Canada",Mary Kate Green,36,Female,No,Yes,Light,Homer,Alaska,United States,7,Split tendon with axe,Injury,Mistake,Tarp
18,2,9,"Quatsino, British Columbia, Canada",Mary Kate Green,36,Female,No,Yes,Light,Homer,Alaska,United States,7,Split tendon with axe,Injury,Mistake,Food ration
19,2,10,"Quatsino, British Columbia, Canada",Desmond White,37,Male,No,No,Medium,Coolidge,Arizona,United States,0.25,Bear scare,Fear,Mental,Axe
19,2,10,"Quatsino, British Columbia, Canada",Desmond White,37,Male,No,No,Medium,Coolidge,Arizona,United States,0.25,Bear scare,Fear,Mental,Ferro rod
19,2,10,"Quatsino, British Columbia, Canada",Desmond White,37,Male,No,No,Medium,Coolidge,Arizona,United States,0.25,Bear scare,Fear,Mental,Pot
19,2,10,"Quatsino, British Columbia, Canada",Desmond White,37,Male,No,No,Medium,Coolidge,Arizona,United States,0.25,Bear scare,Fear,Mental,Fishing line and hooks
19,2,10,"Quatsino, British Columbia, Canada",Desmond White,37,Male,No,No,Medium,Coolidge,Arizona,United States,0.25,Bear scare,Fear,Mental,Saw
19,2,10,"Quatsino, British Columbia, Canada",Desmond White,37,Male,No,No,Medium,Coolidge,Arizona,United States,0.25,Bear scare,Fear,Mental,Knife
19,2,10,"Quatsino, British Columbia, Canada",Desmond White,37,Male,No,No,Medium,Coolidge,Arizona,United States,0.25,Bear scare,Fear,Mental,Sleeping bag
19,2,10,"Quatsino, British Columbia, Canada",Desmond White,37,Male,No,No,Medium,Coolidge,Arizona,United States,0.25,Bear scare,Fear,Mental,Bivy bag
19,2,10,"Quatsino, British Columbia, Canada",Desmond White,37,Male,No,No,Medium,Coolidge,Arizona,United States,0.25,Bear scare,Fear,Mental,Gill net
19,2,10,"Quatsino, British Columbia, Canada",Desmond White,37,Male,No,No,Medium,Coolidge,Arizona,United States,0.25,Bear scare,Fear,Mental,Food ration
20,3,1,"Patagonia, Argentina",Zachary Fowler,36,Male,Yes,Yes,Medium,Appleton,Maine,United States,87,Victor,Won,Won,Shovel
20,3,1,"Patagonia, Argentina",Zachary Fowler,36,Male,Yes,Yes,Medium,Appleton,Maine,United States,87,Victor,Won,Won,Sleeping bag
20,3,1,"Patagonia, Argentina",Zachary Fowler,36,Male,Yes,Yes,Medium,Appleton,Maine,United States,87,Victor,Won,Won,Axe
20,3,1,"Patagonia, Argentina",Zachary Fowler,36,Male,Yes,Yes,Medium,Appleton,Maine,United States,87,Victor,Won,Won,Pot
20,3,1,"Patagonia, Argentina",Zachary Fowler,36,Male,Yes,Yes,Medium,Appleton,Maine,United States,87,Victor,Won,Won,Ferro rod
20,3,1,"Patagonia, Argentina",Zachary Fowler,36,Male,Yes,Yes,Medium,Appleton,Maine,United States,87,Victor,Won,Won,Slingshot
20,3,1,"Patagonia, Argentina",Zachary Fowler,36,Male,Yes,Yes,Medium,Appleton,Maine,United States,87,Victor,Won,Won,Fishing line and hooks
20,3,1,"Patagonia, Argentina",Zachary Fowler,36,Male,Yes,Yes,Medium,Appleton,Maine,United States,87,Victor,Won,Won,Paracord
20,3,1,"Patagonia, Argentina",Zachary Fowler,36,Male,Yes,Yes,Medium,Appleton,Maine,United States,87,Victor,Won,Won,Saw
20,3,1,"Patagonia, Argentina",Zachary Fowler,36,Male,Yes,Yes,Medium,Appleton,Maine,United States,87,Victor,Won,Won,Multitool
21,3,2,"Patagonia, Argentina",Carleigh Fairchild,28,Female,No,No,Light,Edna Bay,Alaska,United States,86,BMI too low,Food,Environment,Saw
21,3,2,"Patagonia, Argentina",Carleigh Fairchild,28,Female,No,No,Light,Edna Bay,Alaska,United States,86,BMI too low,Food,Environment,Pot
21,3,2,"Patagonia, Argentina",Carleigh Fairchild,28,Female,No,No,Light,Edna Bay,Alaska,United States,86,BMI too low,Food,Environment,Ferro rod
21,3,2,"Patagonia, Argentina",Carleigh Fairchild,28,Female,No,No,Light,Edna Bay,Alaska,United States,86,BMI too low,Food,Environment,Canteen
21,3,2,"Patagonia, Argentina",Carleigh Fairchild,28,Female,No,No,Light,Edna Bay,Alaska,United States,86,BMI too low,Food,Environment,Paracord
21,3,2,"Patagonia, Argentina",Carleigh Fairchild,28,Female,No,No,Light,Edna Bay,Alaska,United States,86,BMI too low,Food,Environment,Sleeping bag
21,3,2,"Patagonia, Argentina",Carleigh Fairchild,28,Female,No,No,Light,Edna Bay,Alaska,United States,86,BMI too low,Food,Environment,Fishing line and hooks
21,3,2,"Patagonia, Argentina",Carleigh Fairchild,28,Female,No,No,Light,Edna Bay,Alaska,United States,86,BMI too low,Food,Environment,Bow and arrows
21,3,2,"Patagonia, Argentina",Carleigh Fairchild,28,Female,No,No,Light,Edna Bay,Alaska,United States,86,BMI too low,Food,Environment,Knife
21,3,2,"Patagonia, Argentina",Carleigh Fairchild,28,Female,No,No,Light,Edna Bay,Alaska,United States,86,BMI too low,Food,Environment,Food ration
22,3,3,"Patagonia, Argentina",Megan Hanacek,41,Female,Yes,Yes,Light,Port McNeill,British Columbia,Canada,78,"2 broken teeth(molars), jaw pain",Injury,Mistake,Sleeping bag
22,3,3,"Patagonia, Argentina",Megan Hanacek,41,Female,Yes,Yes,Light,Port McNeill,British Columbia,Canada,78,"2 broken teeth(molars), jaw pain",Injury,Mistake,Bivy bag
22,3,3,"Patagonia, Argentina",Megan Hanacek,41,Female,Yes,Yes,Light,Port McNeill,British Columbia,Canada,78,"2 broken teeth(molars), jaw pain",Injury,Mistake,Axe
22,3,3,"Patagonia, Argentina",Megan Hanacek,41,Female,Yes,Yes,Light,Port McNeill,British Columbia,Canada,78,"2 broken teeth(molars), jaw pain",Injury,Mistake,Knife
22,3,3,"Patagonia, Argentina",Megan Hanacek,41,Female,Yes,Yes,Light,Port McNeill,British Columbia,Canada,78,"2 broken teeth(molars), jaw pain",Injury,Mistake,Pot
22,3,3,"Patagonia, Argentina",Megan Hanacek,41,Female,Yes,Yes,Light,Port McNeill,British Columbia,Canada,78,"2 broken teeth(molars), jaw pain",Injury,Mistake,Gill net
22,3,3,"Patagonia, Argentina",Megan Hanacek,41,Female,Yes,Yes,Light,Port McNeill,British Columbia,Canada,78,"2 broken teeth(molars), jaw pain",Injury,Mistake,Fishing line and hooks
22,3,3,"Patagonia, Argentina",Megan Hanacek,41,Female,Yes,Yes,Light,Port McNeill,British Columbia,Canada,78,"2 broken teeth(molars), jaw pain",Injury,Mistake,Paracord
22,3,3,"Patagonia, Argentina",Megan Hanacek,41,Female,Yes,Yes,Light,Port McNeill,British Columbia,Canada,78,"2 broken teeth(molars), jaw pain",Injury,Mistake,Ferro rod
22,3,3,"Patagonia, Argentina",Megan Hanacek,41,Female,Yes,Yes,Light,Port McNeill,British Columbia,Canada,78,"2 broken teeth(molars), jaw pain",Injury,Mistake,Food ration
23,3,4,"Patagonia, Argentina",Dave Nessia,49,Male,No,No,Light,Salt Lake City,Utah,United States,73,Systolic pressure too low,Food,Environment,Axe
23,3,4,"Patagonia, Argentina",Dave Nessia,49,Male,No,No,Light,Salt Lake City,Utah,United States,73,Systolic pressure too low,Food,Environment,Sleeping bag
23,3,4,"Patagonia, Argentina",Dave Nessia,49,Male,No,No,Light,Salt Lake City,Utah,United States,73,Systolic pressure too low,Food,Environment,Pot
23,3,4,"Patagonia, Argentina",Dave Nessia,49,Male,No,No,Light,Salt Lake City,Utah,United States,73,Systolic pressure too low,Food,Environment,Ferro rod
23,3,4,"Patagonia, Argentina",Dave Nessia,49,Male,No,No,Light,Salt Lake City,Utah,United States,73,Systolic pressure too low,Food,Environment,Fishing line and hooks
23,3,4,"Patagonia, Argentina",Dave Nessia,49,Male,No,No,Light,Salt Lake City,Utah,United States,73,Systolic pressure too low,Food,Environment,Bow and arrows
23,3,4,"Patagonia, Argentina",Dave Nessia,49,Male,No,No,Light,Salt Lake City,Utah,United States,73,Systolic pressure too low,Food,Environment,Gill net
23,3,4,"Patagonia, Argentina",Dave Nessia,49,Male,No,No,Light,Salt Lake City,Utah,United States,73,Systolic pressure too low,Food,Environment,Snare wire
23,3,4,"Patagonia, Argentina",Dave Nessia,49,Male,No,No,Light,Salt Lake City,Utah,United States,73,Systolic pressure too low,Food,Environment,Knife
23,3,4,"Patagonia, Argentina",Dave Nessia,49,Male,No,No,Light,Salt Lake City,Utah,United States,73,Systolic pressure too low,Food,Environment,Food ration
24,3,5,"Patagonia, Argentina",Callie North,27,Female,No,No,Light,Lopez Island,Washington,United States,72,Felt like journey was complete,Content,Mental,Paracord
24,3,5,"Patagonia, Argentina",Callie North,27,Female,No,No,Light,Lopez Island,Washington,United States,72,Felt like journey was complete,Content,Mental,Ferro rod
24,3,5,"Patagonia, Argentina",Callie North,27,Female,No,No,Light,Lopez Island,Washington,United States,72,Felt like journey was complete,Content,Mental,Sleeping bag
24,3,5,"Patagonia, Argentina",Callie North,27,Female,No,No,Light,Lopez Island,Washington,United States,72,Felt like journey was complete,Content,Mental,Pot
24,3,5,"Patagonia, Argentina",Callie North,27,Female,No,No,Light,Lopez Island,Washington,United States,72,Felt like journey was complete,Content,Mental,Fishing line and hooks
24,3,5,"Patagonia, Argentina",Callie North,27,Female,No,No,Light,Lopez Island,Washington,United States,72,Felt like journey was complete,Content,Mental,Knife
24,3,5,"Patagonia, Argentina",Callie North,27,Female,No,No,Light,Lopez Island,Washington,United States,72,Felt like journey was complete,Content,Mental,Tarp
24,3,5,"Patagonia, Argentina",Callie North,27,Female,No,No,Light,Lopez Island,Washington,United States,72,Felt like journey was complete,Content,Mental,Saw
24,3,5,"Patagonia, Argentina",Callie North,27,Female,No,No,Light,Lopez Island,Washington,United States,72,Felt like journey was complete,Content,Mental,Food ration
24,3,5,"Patagonia, Argentina",Callie North,27,Female,No,No,Light,Lopez Island,Washington,United States,72,Felt like journey was complete,Content,Mental,Food ration
25,3,6,"Patagonia, Argentina",Greg Ovens,53,Male,No,Yes,Medium,Canal Flats,British Columbia,Canada,51,Hypothermia,Cold,Environment,Axe
25,3,6,"Patagonia, Argentina",Greg Ovens,53,Male,No,Yes,Medium,Canal Flats,British Columbia,Canada,51,Hypothermia,Cold,Environment,Knife
25,3,6,"Patagonia, Argentina",Greg Ovens,53,Male,No,Yes,Medium,Canal Flats,British Columbia,Canada,51,Hypothermia,Cold,Environment,Paracord
25,3,6,"Patagonia, Argentina",Greg Ovens,53,Male,No,Yes,Medium,Canal Flats,British Columbia,Canada,51,Hypothermia,Cold,Environment,Pot
25,3,6,"Patagonia, Argentina",Greg Ovens,53,Male,No,Yes,Medium,Canal Flats,British Columbia,Canada,51,Hypothermia,Cold,Environment,Fishing line and hooks
25,3,6,"Patagonia, Argentina",Greg Ovens,53,Male,No,Yes,Medium,Canal Flats,British Columbia,Canada,51,Hypothermia,Cold,Environment,Bow and arrows
25,3,6,"Patagonia, Argentina",Greg Ovens,53,Male,No,Yes,Medium,Canal Flats,British Columbia,Canada,51,Hypothermia,Cold,Environment,Saw
25,3,6,"Patagonia, Argentina",Greg Ovens,53,Male,No,Yes,Medium,Canal Flats,British Columbia,Canada,51,Hypothermia,Cold,Environment,Sleeping bag
25,3,6,"Patagonia, Argentina",Greg Ovens,53,Male,No,Yes,Medium,Canal Flats,British Columbia,Canada,51,Hypothermia,Cold,Environment,Ferro rod
25,3,6,"Patagonia, Argentina",Greg Ovens,53,Male,No,Yes,Medium,Canal Flats,British Columbia,Canada,51,Hypothermia,Cold,Environment,Food ration
26,3,7,"Patagonia, Argentina",Dan Wowak,34,Male,Yes,Yes,Medium,Mahanoy City,Pennsylvania,United States,51,Missed family,Lonely,Mental,Paracord
26,3,7,"Patagonia, Argentina",Dan Wowak,34,Male,Yes,Yes,Medium,Mahanoy City,Pennsylvania,United States,51,Missed family,Lonely,Mental,Knife
26,3,7,"Patagonia, Argentina",Dan Wowak,34,Male,Yes,Yes,Medium,Mahanoy City,Pennsylvania,United States,51,Missed family,Lonely,Mental,Saw
26,3,7,"Patagonia, Argentina",Dan Wowak,34,Male,Yes,Yes,Medium,Mahanoy City,Pennsylvania,United States,51,Missed family,Lonely,Mental,Sleeping bag
26,3,7,"Patagonia, Argentina",Dan Wowak,34,Male,Yes,Yes,Medium,Mahanoy City,Pennsylvania,United States,51,Missed family,Lonely,Mental,Hammock
26,3,7,"Patagonia, Argentina",Dan Wowak,34,Male,Yes,Yes,Medium,Mahanoy City,Pennsylvania,United States,51,Missed family,Lonely,Mental,Axe
26,3,7,"Patagonia, Argentina",Dan Wowak,34,Male,Yes,Yes,Medium,Mahanoy City,Pennsylvania,United States,51,Missed family,Lonely,Mental,Pot
26,3,7,"Patagonia, Argentina",Dan Wowak,34,Male,Yes,Yes,Medium,Mahanoy City,Pennsylvania,United States,51,Missed family,Lonely,Mental,Ferro rod
26,3,7,"Patagonia, Argentina",Dan Wowak,34,Male,Yes,Yes,Medium,Mahanoy City,Pennsylvania,United States,51,Missed family,Lonely,Mental,Fishing line and hooks
26,3,7,"Patagonia, Argentina",Dan Wowak,34,Male,Yes,Yes,Medium,Mahanoy City,Pennsylvania,United States,51,Missed family,Lonely,Mental,Food ration
27,3,8,"Patagonia, Argentina",Britt Ahart,40,Male,No,Yes,Medium,Mantua,Ohio,United States,35,Missed family,Lonely,Mental,Knife
27,3,8,"Patagonia, Argentina",Britt Ahart,40,Male,No,Yes,Medium,Mantua,Ohio,United States,35,Missed family,Lonely,Mental,Multitool
27,3,8,"Patagonia, Argentina",Britt Ahart,40,Male,No,Yes,Medium,Mantua,Ohio,United States,35,Missed family,Lonely,Mental,Paracord
27,3,8,"Patagonia, Argentina",Britt Ahart,40,Male,No,Yes,Medium,Mantua,Ohio,United States,35,Missed family,Lonely,Mental,Fishing line and hooks
27,3,8,"Patagonia, Argentina",Britt Ahart,40,Male,No,Yes,Medium,Mantua,Ohio,United States,35,Missed family,Lonely,Mental,Pot
27,3,8,"Patagonia, Argentina",Britt Ahart,40,Male,No,Yes,Medium,Mantua,Ohio,United States,35,Missed family,Lonely,Mental,Ferro rod
27,3,8,"Patagonia, Argentina",Britt Ahart,40,Male,No,Yes,Medium,Mantua,Ohio,United States,35,Missed family,Lonely,Mental,Sleeping bag
27,3,8,"Patagonia, Argentina",Britt Ahart,40,Male,No,Yes,Medium,Mantua,Ohio,United States,35,Missed family,Lonely,Mental,Bow and arrows
27,3,8,"Patagonia, Argentina",Britt Ahart,40,Male,No,Yes,Medium,Mantua,Ohio,United States,35,Missed family,Lonely,Mental,Saw
27,3,8,"Patagonia, Argentina",Britt Ahart,40,Male,No,Yes,Medium,Mantua,Ohio,United States,35,Missed family,Lonely,Mental,Snare wire
28,3,9,"Patagonia, Argentina",Zachary Gault,22,Male,No,No,Light,Caledon,Ontario,Canada,8,Cut arm with axe,Injury,Mistake,Sleeping bag
28,3,9,"Patagonia, Argentina",Zachary Gault,22,Male,No,No,Light,Caledon,Ontario,Canada,8,Cut arm with axe,Injury,Mistake,Pot
28,3,9,"Patagonia, Argentina",Zachary Gault,22,Male,No,No,Light,Caledon,Ontario,Canada,8,Cut arm with axe,Injury,Mistake,Fishing line and hooks
28,3,9,"Patagonia, Argentina",Zachary Gault,22,Male,No,No,Light,Caledon,Ontario,Canada,8,Cut arm with axe,Injury,Mistake,Sharpening stone
28,3,9,"Patagonia, Argentina",Zachary Gault,22,Male,No,No,Light,Caledon,Ontario,Canada,8,Cut arm with axe,Injury,Mistake,Ferro rod
28,3,9,"Patagonia, Argentina",Zachary Gault,22,Male,No,No,Light,Caledon,Ontario,Canada,8,Cut arm with axe,Injury,Mistake,Saw
28,3,9,"Patagonia, Argentina",Zachary Gault,22,Male,No,No,Light,Caledon,Ontario,Canada,8,Cut arm with axe,Injury,Mistake,Paracord
28,3,9,"Patagonia, Argentina",Zachary Gault,22,Male,No,No,Light,Caledon,Ontario,Canada,8,Cut arm with axe,Injury,Mistake,Axe
28,3,9,"Patagonia, Argentina",Zachary Gault,22,Male,No,No,Light,Caledon,Ontario,Canada,8,Cut arm with axe,Injury,Mistake,Knife
28,3,9,"Patagonia, Argentina",Zachary Gault,22,Male,No,No,Light,Caledon,Ontario,Canada,8,Cut arm with axe,Injury,Mistake,Food ration
29,3,10,"Patagonia, Argentina",Jim Shields,37,Male,Yes,No,Medium,Langhorne,Pennsylvania,United States,2,Regretted leaving family,Lonely,Mental,Paracord
29,3,10,"Patagonia, Argentina",Jim Shields,37,Male,Yes,No,Medium,Langhorne,Pennsylvania,United States,2,Regretted leaving family,Lonely,Mental,Axe
29,3,10,"Patagonia, Argentina",Jim Shields,37,Male,Yes,No,Medium,Langhorne,Pennsylvania,United States,2,Regretted leaving family,Lonely,Mental,Saw
29,3,10,"Patagonia, Argentina",Jim Shields,37,Male,Yes,No,Medium,Langhorne,Pennsylvania,United States,2,Regretted leaving family,Lonely,Mental,Knife
29,3,10,"Patagonia, Argentina",Jim Shields,37,Male,Yes,No,Medium,Langhorne,Pennsylvania,United States,2,Regretted leaving family,Lonely,Mental,Ferro rod
29,3,10,"Patagonia, Argentina",Jim Shields,37,Male,Yes,No,Medium,Langhorne,Pennsylvania,United States,2,Regretted leaving family,Lonely,Mental,Sleeping bag
29,3,10,"Patagonia, Argentina",Jim Shields,37,Male,Yes,No,Medium,Langhorne,Pennsylvania,United States,2,Regretted leaving family,Lonely,Mental,Pot
29,3,10,"Patagonia, Argentina",Jim Shields,37,Male,Yes,No,Medium,Langhorne,Pennsylvania,United States,2,Regretted leaving family,Lonely,Mental,Fishing line and hooks
29,3,10,"Patagonia, Argentina",Jim Shields,37,Male,Yes,No,Medium,Langhorne,Pennsylvania,United States,2,Regretted leaving family,Lonely,Mental,Food ration
29,3,10,"Patagonia, Argentina",Jim Shields,37,Male,Yes,No,Medium,Langhorne,Pennsylvania,United States,2,Regretted leaving family,Lonely,Mental,Food ration
30,5,1,"Northern Mongolia, Asia",Sam Larson,24,Male,Yes,Yes,Heavy,Lincoln,Nebraska,United States,60,Victor,Won,Won,Food ration
30,5,1,"Northern Mongolia, Asia",Sam Larson,24,Male,Yes,Yes,Heavy,Lincoln,Nebraska,United States,60,Victor,Won,Won,Saw
30,5,1,"Northern Mongolia, Asia",Sam Larson,24,Male,Yes,Yes,Heavy,Lincoln,Nebraska,United States,60,Victor,Won,Won,Axe
30,5,1,"Northern Mongolia, Asia",Sam Larson,24,Male,Yes,Yes,Heavy,Lincoln,Nebraska,United States,60,Victor,Won,Won,Pot
30,5,1,"Northern Mongolia, Asia",Sam Larson,24,Male,Yes,Yes,Heavy,Lincoln,Nebraska,United States,60,Victor,Won,Won,Ferro rod
30,5,1,"Northern Mongolia, Asia",Sam Larson,24,Male,Yes,Yes,Heavy,Lincoln,Nebraska,United States,60,Victor,Won,Won,Multitool
30,5,1,"Northern Mongolia, Asia",Sam Larson,24,Male,Yes,Yes,Heavy,Lincoln,Nebraska,United States,60,Victor,Won,Won,Food ration
30,5,1,"Northern Mongolia, Asia",Sam Larson,24,Male,Yes,Yes,Heavy,Lincoln,Nebraska,United States,60,Victor,Won,Won,Sleeping bag
30,5,1,"Northern Mongolia, Asia",Sam Larson,24,Male,Yes,Yes,Heavy,Lincoln,Nebraska,United States,60,Victor,Won,Won,Paracord
30,5,1,"Northern Mongolia, Asia",Sam Larson,24,Male,Yes,Yes,Heavy,Lincoln,Nebraska,United States,60,Victor,Won,Won,Snare wire
31,5,2,"Northern Mongolia, Asia",Britt Ahart,41,Male,No,Yes,Medium,Mantua,Ohio,United States,56,Missed his family,Lonely,Mental,Knife
31,5,2,"Northern Mongolia, Asia",Britt Ahart,41,Male,No,Yes,Medium,Mantua,Ohio,United States,56,Missed his family,Lonely,Mental,Paracord
31,5,2,"Northern Mongolia, Asia",Britt Ahart,41,Male,No,Yes,Medium,Mantua,Ohio,United States,56,Missed his family,Lonely,Mental,Fishing line and hooks
31,5,2,"Northern Mongolia, Asia",Britt Ahart,41,Male,No,Yes,Medium,Mantua,Ohio,United States,56,Missed his family,Lonely,Mental,Pot
31,5,2,"Northern Mongolia, Asia",Britt Ahart,41,Male,No,Yes,Medium,Mantua,Ohio,United States,56,Missed his family,Lonely,Mental,Ferro rod
31,5,2,"Northern Mongolia, Asia",Britt Ahart,41,Male,No,Yes,Medium,Mantua,Ohio,United States,56,Missed his family,Lonely,Mental,Multitool
31,5,2,"Northern Mongolia, Asia",Britt Ahart,41,Male,No,Yes,Medium,Mantua,Ohio,United States,56,Missed his family,Lonely,Mental,Sleeping bag
31,5,2,"Northern Mongolia, Asia",Britt Ahart,41,Male,No,Yes,Medium,Mantua,Ohio,United States,56,Missed his family,Lonely,Mental,Bow and arrows
31,5,2,"Northern Mongolia, Asia",Britt Ahart,41,Male,No,Yes,Medium,Mantua,Ohio,United States,56,Missed his family,Lonely,Mental,Saw
31,5,2,"Northern Mongolia, Asia",Britt Ahart,41,Male,No,Yes,Medium,Mantua,Ohio,United States,56,Missed his family,Lonely,Mental,Snare wire
32,5,3,"Northern Mongolia, Asia",Larry Roberts,46,Male,Yes,Yes,Medium,Rush City,Minnesota,United States,41,Missed his family,Lonely,Mental,Knife
32,5,3,"Northern Mongolia, Asia",Larry Roberts,46,Male,Yes,Yes,Medium,Rush City,Minnesota,United States,41,Missed his family,Lonely,Mental,Sleeping bag
32,5,3,"Northern Mongolia, Asia",Larry Roberts,46,Male,Yes,Yes,Medium,Rush City,Minnesota,United States,41,Missed his family,Lonely,Mental,Pot
32,5,3,"Northern Mongolia, Asia",Larry Roberts,46,Male,Yes,Yes,Medium,Rush City,Minnesota,United States,41,Missed his family,Lonely,Mental,Ferro rod
32,5,3,"Northern Mongolia, Asia",Larry Roberts,46,Male,Yes,Yes,Medium,Rush City,Minnesota,United States,41,Missed his family,Lonely,Mental,Paracord
32,5,3,"Northern Mongolia, Asia",Larry Roberts,46,Male,Yes,Yes,Medium,Rush City,Minnesota,United States,41,Missed his family,Lonely,Mental,Saw
32,5,3,"Northern Mongolia, Asia",Larry Roberts,46,Male,Yes,Yes,Medium,Rush City,Minnesota,United States,41,Missed his family,Lonely,Mental,Fishing line and hooks
32,5,3,"Northern Mongolia, Asia",Larry Roberts,46,Male,Yes,Yes,Medium,Rush City,Minnesota,United States,41,Missed his family,Lonely,Mental,Snare wire
